seed,order_id,legacy_order_id,run_order_id,order,task_order,method,memory_budget,method_cell,task_position,task_id,buffer_size_limit,pre_buffer_total,pre_task_0_count,pre_task_1_count,pre_task_2_count,pre_task_3_count,pre_task_4_count,post_buffer_total,post_task_0_count,post_task_1_count,post_task_2_count,post_task_3_count,post_task_4_count
1,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
1,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,4,96,0,0,0
1,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,2,2,100,100,4,96,0,0,0,100,1,6,93,0,0
1,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,3,3,100,100,1,6,93,0,0,100,1,0,6,93,0
1,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,4,4,100,100,1,0,6,93,0,100,0,0,0,5,95
1,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
1,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,105,395,0,0,0
1,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,2,2,500,500,105,395,0,0,0,500,18,82,400,0,0
1,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,3,3,500,500,18,82,400,0,0,500,5,14,102,379,0
1,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,4,4,500,500,5,14,102,379,0,500,0,2,18,90,390
2,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
2,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,5,95,0,0,0
2,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,2,2,100,100,5,95,0,0,0,100,0,5,95,0,0
2,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,3,3,100,100,0,5,95,0,0,100,0,0,2,98,0
2,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,4,4,100,100,0,0,2,98,0,100,0,0,0,5,95
2,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
2,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,90,410,0,0,0
2,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,2,2,500,500,90,410,0,0,0,500,18,88,394,0,0
2,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,3,3,500,500,18,88,394,0,0,500,3,19,62,416,0
2,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,4,4,500,500,3,19,62,416,0,500,1,7,12,67,413
3,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
3,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,4,96,0,0,0
3,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,2,2,100,100,4,96,0,0,0,100,0,7,93,0,0
3,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,3,3,100,100,0,7,93,0,0,100,0,0,2,98,0
3,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,4,4,100,100,0,0,2,98,0,100,0,0,0,5,95
3,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
3,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,110,390,0,0,0
3,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,2,2,500,500,110,390,0,0,0,500,28,84,388,0,0
3,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,3,3,500,500,28,84,388,0,0,500,4,12,83,401,0
3,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,4,4,500,500,4,12,83,401,0,500,1,2,20,96,381
4,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
4,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,6,94,0,0,0
4,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,2,2,100,100,6,94,0,0,0,100,1,4,95,0,0
4,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,3,3,100,100,1,4,95,0,0,100,0,0,1,99,0
4,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,4,4,100,100,0,0,1,99,0,100,0,0,0,4,96
4,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
4,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,113,387,0,0,0
4,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,2,2,500,500,113,387,0,0,0,500,24,70,406,0,0
4,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,3,3,500,500,24,70,406,0,0,500,6,9,72,413,0
4,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,4,4,500,500,6,9,72,413,0,500,2,1,14,89,394
5,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
5,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,2,98,0,0,0
5,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,2,2,100,100,2,98,0,0,0,100,0,6,94,0,0
5,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,3,3,100,100,0,6,94,0,0,100,0,1,6,93,0
5,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,4,4,100,100,0,1,6,93,0,100,0,0,1,6,93
5,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
5,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,101,399,0,0,0
5,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,2,2,500,500,101,399,0,0,0,500,26,87,387,0,0
5,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,3,3,500,500,26,87,387,0,0,500,6,21,93,380,0
5,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,4,4,500,500,6,21,93,380,0,500,2,6,17,81,394
6,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
6,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,5,95,0,0,0
6,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,2,2,100,100,5,95,0,0,0,100,0,5,95,0,0
6,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,3,3,100,100,0,5,95,0,0,100,0,0,3,97,0
6,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,4,4,100,100,0,0,3,97,0,100,0,0,0,7,93
6,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
6,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,99,401,0,0,0
6,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,2,2,500,500,99,401,0,0,0,500,15,85,400,0,0
6,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,3,3,500,500,15,85,400,0,0,500,3,17,75,405,0
6,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,4,4,500,500,3,17,75,405,0,500,1,7,16,76,400
7,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
7,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,2,98,0,0,0
7,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,2,2,100,100,2,98,0,0,0,100,0,4,96,0,0
7,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,3,3,100,100,0,4,96,0,0,100,0,0,4,96,0
7,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,4,4,100,100,0,0,4,96,0,100,0,0,1,4,95
7,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
7,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,89,411,0,0,0
7,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,2,2,500,500,89,411,0,0,0,500,20,73,407,0,0
7,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,3,3,500,500,20,73,407,0,0,500,3,15,85,397,0
7,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,4,4,500,500,3,15,85,397,0,500,0,1,13,82,404
8,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
8,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,4,96,0,0,0
8,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,2,2,100,100,4,96,0,0,0,100,0,3,97,0,0
8,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,3,3,100,100,0,3,97,0,0,100,0,0,4,96,0
8,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,4,4,100,100,0,0,4,96,0,100,0,0,0,10,90
8,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
8,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,94,406,0,0,0
8,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,2,2,500,500,94,406,0,0,0,500,12,84,404,0,0
8,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,3,3,500,500,12,84,404,0,0,500,1,13,81,405,0
8,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,4,4,500,500,1,13,81,405,0,500,0,3,14,88,395
9,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
9,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,4,96,0,0,0
9,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,2,2,100,100,4,96,0,0,0,100,0,8,92,0,0
9,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,3,3,100,100,0,8,92,0,0,100,0,0,3,97,0
9,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,4,4,100,100,0,0,3,97,0,100,0,0,0,5,95
9,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
9,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,101,399,0,0,0
9,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,2,2,500,500,101,399,0,0,0,500,28,71,401,0,0
9,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,3,3,500,500,28,71,401,0,0,500,10,14,83,393,0
9,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,4,4,500,500,10,14,83,393,0,500,2,1,22,80,395
10,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
10,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,4,96,0,0,0
10,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,2,2,100,100,4,96,0,0,0,100,0,6,94,0,0
10,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,3,3,100,100,0,6,94,0,0,100,0,1,4,95,0
10,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,100,er100,4,4,100,100,0,1,4,95,0,100,0,0,1,5,94
10,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
10,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,108,392,0,0,0
10,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,2,2,500,500,108,392,0,0,0,500,27,68,405,0,0
10,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,3,3,500,500,27,68,405,0,0,500,3,13,74,410,0
10,perm_000,canonical,canonical,"[0,1,2,3,4]",0-1-2-3-4,experience_replay,500,er500,4,4,500,500,3,13,74,410,0,500,1,5,20,85,389
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,4,96,0,0,0
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,2,2,100,100,4,96,0,0,0,100,0,5,95,0,0
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,3,4,100,100,0,5,95,0,0,100,0,1,1,0,98
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,4,3,100,100,0,1,1,0,98,100,0,0,0,96,4
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,109,391,0,0,0
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,2,2,500,500,109,391,0,0,0,500,26,72,402,0,0
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,3,4,500,500,26,72,402,0,0,500,8,16,72,0,404
1,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,4,3,500,500,8,16,72,0,404,500,1,3,17,408,71
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,8,92,0,0,0
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,2,2,100,100,8,92,0,0,0,100,2,2,96,0,0
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,3,4,100,100,2,2,96,0,0,100,0,0,7,0,93
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,4,3,100,100,0,0,7,0,93,100,0,0,0,99,1
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,105,395,0,0,0
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,2,2,500,500,105,395,0,0,0,500,30,84,386,0,0
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,3,4,500,500,30,84,386,0,0,500,6,18,64,0,412
2,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,4,3,500,500,6,18,64,0,412,500,2,3,14,397,84
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,8,92,0,0,0
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,2,2,100,100,8,92,0,0,0,100,0,4,96,0,0
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,3,4,100,100,0,4,96,0,0,100,0,1,2,0,97
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,4,3,100,100,0,1,2,0,97,100,0,1,0,95,4
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,90,410,0,0,0
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,2,2,500,500,90,410,0,0,0,500,21,79,400,0,0
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,3,4,500,500,21,79,400,0,0,500,2,17,89,0,392
3,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,4,3,500,500,2,17,89,0,392,500,0,4,16,404,76
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,3,97,0,0,0
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,2,2,100,100,3,97,0,0,0,100,0,4,96,0,0
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,3,4,100,100,0,4,96,0,0,100,0,0,6,0,94
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,4,3,100,100,0,0,6,0,94,100,0,0,1,93,6
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,112,388,0,0,0
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,2,2,500,500,112,388,0,0,0,500,17,82,401,0,0
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,3,4,500,500,17,82,401,0,0,500,3,14,75,0,408
4,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,4,3,500,500,3,14,75,0,408,500,1,4,17,387,91
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,5,95,0,0,0
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,2,2,100,100,5,95,0,0,0,100,0,2,98,0,0
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,3,4,100,100,0,2,98,0,0,100,0,0,1,0,99
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,4,3,100,100,0,0,1,0,99,100,0,0,0,92,8
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,97,403,0,0,0
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,2,2,500,500,97,403,0,0,0,500,17,75,408,0,0
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,3,4,500,500,17,75,408,0,0,500,8,8,91,0,393
5,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,4,3,500,500,8,8,91,0,393,500,0,1,19,401,79
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,5,95,0,0,0
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,2,2,100,100,5,95,0,0,0,100,0,5,95,0,0
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,3,4,100,100,0,5,95,0,0,100,0,1,5,0,94
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,4,3,100,100,0,1,5,0,94,100,0,0,0,94,6
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,103,397,0,0,0
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,2,2,500,500,103,397,0,0,0,500,17,79,404,0,0
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,3,4,500,500,17,79,404,0,0,500,2,16,81,0,401
6,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,4,3,500,500,2,16,81,0,401,500,0,4,22,396,78
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,5,95,0,0,0
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,2,2,100,100,5,95,0,0,0,100,0,3,97,0,0
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,3,4,100,100,0,3,97,0,0,100,0,0,2,0,98
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,4,3,100,100,0,0,2,0,98,100,0,0,0,97,3
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,1,1,500,500,500,0,0,0,0,500,95,405,0,0,0
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,2,2,500,500,95,405,0,0,0,500,11,84,405,0,0
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,3,4,500,500,11,84,405,0,0,500,3,14,79,0,404
7,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,4,3,500,500,3,14,79,0,404,500,0,3,18,382,97
8,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0
8,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,1,1,100,100,100,0,0,0,0,100,7,93,0,0,0
8,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,2,2,100,100,7,93,0,0,0,100,0,3,97,0,0
8,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,3,4,100,100,0,3,97,0,0,100,0,0,4,0,96
8,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,100,er100,4,3,100,100,0,0,4,0,96,100,0,0,0,91,9
8,perm_001,none,perm_001,"[0,1,2,4,3]",0-1-2-4-3,experience_replay,500,er500,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0
