seed,order_id,legacy_order_id,run_order_id,order,task_order,method,memory_budget,method_cell,status,ewc_lambda,selected_ewc_lambda,epochs,batch_size,matched_step_cap_per_task,effective_epoch_passes_per_task,optimizer_steps_total,optimizer_steps_per_task,optimizer_steps,processed_examples_total,processed_examples_per_task,processed_examples,fisher_method,fisher_sample_counts_per_anchor,A_after_mean,A_after_median,A_after_min,A_after_le_0_001_count,final_average_accuracy,average_forgetting,AF,elapsed_seconds,elapsed_time_seconds,device,train_cap_per_digit,test_cap_per_digit,result_kind,task_0_A_after,task_1_A_after,task_2_A_after,task_3_A_after,task_4_A_after,task_0_A_end,task_1_A_end,task_2_A_end,task_3_A_end,task_4_A_end,task_0_final_accuracy,task_1_final_accuracy,task_2_final_accuracy,task_3_final_accuracy,task_4_final_accuracy
1,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9818,0.983,0.967,0,0.558,0.52975,0.52975,1.532,1.532,cuda:0,1000,500,all_120perm_4methods,0.992,0.967,0.986,0.981,0.983,0.972,0.967,0.067,0.784,0.0,0.972,0.967,0.067,0.784,0.0
1,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9902000000000001,0.995,0.977,0,0.1954,0.9935,0.9935,3.757,3.757,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.995,0.997,0.983,0.0,0.977,0.0,0.0,0.0,0.0,0.977,0.0,0.0,0.0
2,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9862,0.992,0.972,0,0.1948,0.98925,0.98925,1.295,1.295,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.994,0.992,0.972,0.0,0.974,0.0,0.0,0.0,0.0,0.974,0.0,0.0,0.0
2,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9858,0.991,0.972,0,0.358,0.7847500000000001,0.7847500000000001,1.365,1.365,cuda:0,1000,500,all_120perm_4methods,0.999,0.972,0.995,0.991,0.972,0.818,0.972,0.0,0.0,0.0,0.818,0.972,0.0,0.0,0.0
2,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9812000000000001,0.982,0.969,0,0.6668,0.393,0.393,1.544,1.544,cuda:0,1000,500,all_120perm_4methods,0.995,0.969,0.988,0.982,0.972,0.973,0.969,0.621,0.771,0.0,0.973,0.969,0.621,0.771,0.0
2,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9878,0.994,0.972,0,0.1958,0.99,0.99,3.807,3.807,cuda:0,1000,500,all_120perm_4methods,0.999,0.979,0.995,0.994,0.972,0.0,0.979,0.0,0.0,0.0,0.0,0.979,0.0,0.0,0.0
3,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9884000000000001,0.992,0.973,0,0.1946,0.9922500000000001,0.9922500000000001,1.314,1.314,cuda:0,1000,500,all_120perm_4methods,0.999,0.973,0.992,0.995,0.983,0.0,0.973,0.0,0.0,0.0,0.0,0.973,0.0,0.0,0.0
3,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9878,0.991,0.971,0,0.3202,0.8345,0.8345,1.351,1.351,cuda:0,1000,500,all_120perm_4methods,0.999,0.971,0.995,0.991,0.983,0.624,0.971,0.006,0.0,0.0,0.624,0.971,0.006,0.0,0.0
3,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9822,0.983,0.966,0,0.6105999999999999,0.46449999999999997,0.46449999999999997,1.519,1.519,cuda:0,1000,500,all_120perm_4methods,0.993,0.966,0.986,0.983,0.983,0.963,0.966,0.328,0.795,0.001,0.963,0.966,0.328,0.795,0.001
3,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9896,0.993,0.976,0,0.19519999999999998,0.993,0.993,3.829,3.829,cuda:0,1000,500,all_120perm_4methods,1.0,0.976,0.993,0.996,0.983,0.0,0.976,0.0,0.0,0.0,0.0,0.976,0.0,0.0,0.0
4,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9880000000000001,0.994,0.969,0,0.1938,0.99275,0.99275,1.305,1.305,cuda:0,1000,500,all_120perm_4methods,1.0,0.969,0.994,0.994,0.983,0.0,0.969,0.0,0.0,0.0,0.0,0.969,0.0,0.0,0.0
4,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9869999999999999,0.991,0.967,0,0.3322,0.8185,0.8185,1.36,1.36,cuda:0,1000,500,all_120perm_4methods,1.0,0.967,0.994,0.991,0.983,0.644,0.967,0.0,0.05,0.0,0.644,0.967,0.0,0.05,0.0
4,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9827999999999999,0.985,0.969,0,0.6116,0.46399999999999997,0.46399999999999997,1.527,1.527,cuda:0,1000,500,all_120perm_4methods,0.992,0.969,0.985,0.985,0.983,0.966,0.969,0.342,0.781,0.0,0.966,0.969,0.342,0.781,0.0
4,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9890000000000001,0.994,0.974,0,0.1948,0.99275,0.99275,3.83,3.83,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.994,0.995,0.983,0.0,0.974,0.0,0.0,0.0,0.0,0.974,0.0,0.0,0.0
5,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9885999999999999,0.993,0.971,0,0.19419999999999998,0.993,0.993,1.269,1.269,cuda:0,1000,500,all_120perm_4methods,1.0,0.971,0.993,0.996,0.983,0.0,0.971,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0
5,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9886000000000001,0.988,0.977,0,0.3594,0.7865000000000001,0.7865000000000001,1.335,1.335,cuda:0,1000,500,all_120perm_4methods,0.998,0.977,0.997,0.988,0.983,0.82,0.977,0.0,0.0,0.0,0.82,0.977,0.0,0.0,0.0
5,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9833999999999999,0.983,0.973,0,0.5534,0.5375,0.5375,1.528,1.528,cuda:0,1000,500,all_120perm_4methods,0.997,0.973,0.988,0.976,0.983,0.98,0.973,0.091,0.723,0.0,0.98,0.973,0.091,0.723,0.0
5,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9898,0.992,0.977,0,0.1954,0.993,0.993,3.737,3.737,cuda:0,1000,500,all_120perm_4methods,0.999,0.977,0.992,0.998,0.983,0.0,0.977,0.0,0.0,0.0,0.0,0.977,0.0,0.0,0.0
6,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9872,0.991,0.974,0,0.1948,0.9905,0.9905,1.275,1.275,cuda:0,1000,500,all_120perm_4methods,0.999,0.974,0.993,0.991,0.979,0.0,0.974,0.0,0.0,0.0,0.0,0.974,0.0,0.0,0.0
6,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9879999999999999,0.992,0.976,0,0.3564,0.7895,0.7895,1.356,1.356,cuda:0,1000,500,all_120perm_4methods,1.0,0.976,0.993,0.992,0.979,0.806,0.976,0.0,0.0,0.0,0.806,0.976,0.0,0.0,0.0
6,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9851999999999999,0.985,0.978,0,0.6754,0.38725,0.38725,1.512,1.512,cuda:0,1000,500,all_120perm_4methods,0.994,0.978,0.99,0.985,0.979,0.969,0.978,0.44,0.823,0.167,0.969,0.978,0.44,0.823,0.167
6,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9894000000000001,0.994,0.979,0,0.1958,0.992,0.992,3.809,3.809,cuda:0,1000,500,all_120perm_4methods,1.0,0.979,0.994,0.995,0.979,0.0,0.979,0.0,0.0,0.0,0.0,0.979,0.0,0.0,0.0
7,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.99,0.994,0.979,0,0.1958,0.99275,0.99275,1.286,1.286,cuda:0,1000,500,all_120perm_4methods,1.0,0.979,0.994,0.994,0.983,0.0,0.979,0.0,0.0,0.0,0.0,0.979,0.0,0.0,0.0
7,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9875999999999999,0.992,0.969,0,0.3488,0.7985,0.7985,1.338,1.338,cuda:0,1000,500,all_120perm_4methods,1.0,0.969,0.994,0.992,0.983,0.772,0.969,0.003,0.0,0.0,0.772,0.969,0.003,0.0,0.0
7,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9809999999999999,0.983,0.968,0,0.6506000000000001,0.413,0.413,1.499,1.499,cuda:0,1000,500,all_120perm_4methods,0.996,0.968,0.986,0.972,0.983,0.97,0.968,0.475,0.8,0.04,0.97,0.968,0.475,0.8,0.04
7,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9906,0.993,0.982,0,0.1964,0.99275,0.99275,3.755,3.755,cuda:0,1000,500,all_120perm_4methods,1.0,0.982,0.993,0.995,0.983,0.0,0.982,0.0,0.0,0.0,0.0,0.982,0.0,0.0,0.0
8,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9904,0.994,0.975,0,0.195,0.99425,0.99425,1.269,1.269,cuda:0,1000,500,all_120perm_4methods,1.0,0.975,0.994,0.995,0.988,0.0,0.975,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.0
8,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9885999999999999,0.993,0.967,0,0.36219999999999997,0.783,0.783,1.343,1.343,cuda:0,1000,500,all_120perm_4methods,0.999,0.967,0.996,0.993,0.988,0.816,0.967,0.0,0.028,0.0,0.816,0.967,0.0,0.028,0.0
8,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9822000000000001,0.988,0.961,0,0.663,0.399,0.399,1.536,1.536,cuda:0,1000,500,all_120perm_4methods,0.994,0.961,0.988,0.98,0.988,0.96,0.961,0.524,0.773,0.097,0.96,0.961,0.524,0.773,0.097
8,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9898,0.993,0.971,0,0.19419999999999998,0.9945,0.9945,3.785,3.785,cuda:0,1000,500,all_120perm_4methods,0.999,0.971,0.993,0.998,0.988,0.0,0.971,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0
9,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9895999999999999,0.993,0.971,0,0.19419999999999998,0.99425,0.99425,1.27,1.27,cuda:0,1000,500,all_120perm_4methods,1.0,0.971,0.993,0.996,0.988,0.0,0.971,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0
9,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9874,0.991,0.965,0,0.3468,0.80075,0.80075,1.292,1.292,cuda:0,1000,500,all_120perm_4methods,1.0,0.965,0.993,0.991,0.988,0.767,0.965,0.0,0.002,0.0,0.767,0.965,0.0,0.002,0.0
9,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9832000000000001,0.984,0.969,0,0.6396,0.4295,0.4295,1.483,1.483,cuda:0,1000,500,all_120perm_4methods,0.995,0.969,0.984,0.98,0.988,0.983,0.969,0.359,0.795,0.092,0.983,0.969,0.359,0.795,0.092
9,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.992,0.994,0.982,0,0.1964,0.9945,0.9945,3.689,3.689,cuda:0,1000,500,all_120perm_4methods,1.0,0.982,0.994,0.996,0.988,0.0,0.982,0.0,0.0,0.0,0.0,0.982,0.0,0.0,0.0
10,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9865999999999999,0.991,0.964,0,0.1928,0.99225,0.99225,1.254,1.254,cuda:0,1000,500,all_120perm_4methods,0.999,0.964,0.995,0.991,0.984,0.0,0.964,0.0,0.0,0.0,0.0,0.964,0.0,0.0,0.0
10,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.986,0.991,0.962,0,0.3544,0.7895,0.7895,1.379,1.379,cuda:0,1000,500,all_120perm_4methods,0.999,0.962,0.994,0.991,0.984,0.81,0.962,0.0,0.0,0.0,0.81,0.962,0.0,0.0,0.0
10,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.984,0.984,0.974,0,0.6003999999999999,0.4795,0.4795,1.51,1.51,cuda:0,1000,500,all_120perm_4methods,0.994,0.974,0.986,0.982,0.984,0.973,0.974,0.279,0.776,0.0,0.973,0.974,0.279,0.776,0.0
10,perm_112,none,perm_112,"[4,2,3,0,1]",4-2-3-0-1,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9907999999999999,0.995,0.979,0,0.1958,0.99375,0.99375,3.74,3.74,cuda:0,1000,500,all_120perm_4methods,1.0,0.979,0.995,0.996,0.984,0.0,0.979,0.0,0.0,0.0,0.0,0.979,0.0,0.0,0.0
1,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9873999999999998,0.993,0.964,0,0.2,0.98425,0.98425,1.268,1.268,cuda:0,1000,500,all_120perm_4methods,1.0,0.964,0.995,0.993,0.985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9882,0.993,0.973,0,0.41159999999999997,0.72075,0.72075,1.32,1.32,cuda:0,1000,500,all_120perm_4methods,0.997,0.973,0.993,0.993,0.985,0.997,0.815,0.0,0.246,0.0,0.997,0.815,0.0,0.246,0.0
1,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.984,0.985,0.969,0,0.7264000000000002,0.32199999999999995,0.32199999999999995,1.514,1.514,cuda:0,1000,500,all_120perm_4methods,0.995,0.969,0.985,0.986,0.985,0.995,0.935,0.667,0.865,0.17,0.995,0.935,0.667,0.865,0.17
1,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9898,0.993,0.976,0,0.2,0.98725,0.98725,3.817,3.817,cuda:0,1000,500,all_120perm_4methods,1.0,0.976,0.995,0.993,0.985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9878,0.994,0.968,0,0.2,0.98475,0.98475,1.348,1.348,cuda:0,1000,500,all_120perm_4methods,1.0,0.968,0.995,0.994,0.982,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9865999999999999,0.991,0.971,0,0.41479999999999995,0.71475,0.71475,1.372,1.372,cuda:0,1000,500,all_120perm_4methods,0.998,0.971,0.991,0.991,0.982,0.998,0.789,0.0,0.287,0.0,0.998,0.789,0.0,0.287,0.0
2,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9827999999999999,0.983,0.968,0,0.6938000000000001,0.36124999999999996,0.36124999999999996,1.498,1.498,cuda:0,1000,500,all_120perm_4methods,0.994,0.968,0.987,0.983,0.982,0.994,0.931,0.672,0.837,0.035,0.994,0.931,0.672,0.837,0.035
2,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9890000000000001,0.994,0.975,0,0.1998,0.9864999999999999,0.9864999999999999,3.783,3.783,cuda:0,1000,500,all_120perm_4methods,0.999,0.975,0.994,0.995,0.982,0.999,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0
3,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9885999999999999,0.993,0.974,0,0.2,0.9857499999999999,0.9857499999999999,1.259,1.259,cuda:0,1000,500,all_120perm_4methods,1.0,0.974,0.995,0.993,0.981,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9852000000000001,0.988,0.964,0,0.44079999999999997,0.6805,0.6805,1.288,1.288,cuda:0,1000,500,all_120perm_4methods,0.998,0.964,0.995,0.988,0.981,0.998,0.831,0.019,0.356,0.0,0.998,0.831,0.019,0.356,0.0
3,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.982,0.981,0.967,0,0.688,0.36749999999999994,0.36749999999999994,1.474,1.474,cuda:0,1000,500,all_120perm_4methods,0.996,0.967,0.989,0.977,0.981,0.996,0.93,0.644,0.868,0.002,0.996,0.93,0.644,0.868,0.002
3,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,ewc,0,ewc,PASS,100.0,100.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,empirical_mean_of_per_sample_squared_gradients,2000;2000;2000;2000,0.9904,0.994,0.981,0,0.1998,0.98825,0.98825,3.757,3.757,cuda:0,1000,500,all_120perm_4methods,0.999,0.983,0.995,0.994,0.981,0.999,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0
4,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,no_replay,0,no_replay,PASS,0.0,0.0,10,128,not_applicable,not_applicable,800,160;160;160;160;160,800,100000,20000;20000;20000;20000;20000,100000,not_applicable,not_applicable,0.9875999999999999,0.993,0.971,0,0.1998,0.98475,0.98475,1.315,1.315,cuda:0,1000,500,all_120perm_4methods,0.999,0.971,0.993,0.993,0.982,0.999,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0
4,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,experience_replay,100,er100,PASS,0.0,0.0,10,128,not_applicable,not_applicable,840,160;170;170;170;170,840,104000,20000;21000;21000;21000;21000,104000,not_applicable,not_applicable,0.9868,0.991,0.969,0,0.3902,0.7457499999999999,0.7457499999999999,1.405,1.405,cuda:0,1000,500,all_120perm_4methods,0.997,0.969,0.995,0.991,0.982,0.997,0.704,0.0,0.25,0.0,0.997,0.704,0.0,0.25,0.0
4,perm_113,none,perm_113,"[4,2,3,1,0]",4-2-3-1-0,experience_replay,500,er500,PASS,0.0,0.0,10,128,not_applicable,not_applicable,960,160;200;200;200;200,960,120000,20000;25000;25000;25000;25000,120000,not_applicable,not_applicable,0.9806000000000001,0.982,0.966,0,0.671,0.38699999999999996,0.38699999999999996,1.574,1.574,cuda:0,1000,500,all_120perm_4methods,0.995,0.966,0.984,0.976,0.982,0.995,0.936,0.554,0.864,0.006,0.995,0.936,0.554,0.864,0.006
